경우의 수,게임 기록,총보상,결과
400,일반 공격(성공: 1.00) / 틈새 공격(성공: -1.65) / 일반 공격(성공: -1.00) / 일반 공격(성공: -6.00),-7.65,패배
401,일반 공격(성공: 1.00) / 일반 공격(성공: -1.00) / 틈새 공격(성공: -1.65) / 일반 공격(성공: -6.00),-7.65,패배
402,틈새 공격(성공: 0.35) / 일반 공격(성공: -1.00) / 일반 공격(성공: -1.00) / 일반 공격(성공: -6.00),-7.65,패배
403,일반 공격(성공: 1.35) / 일반 공격(성공: -1.00) / 일반 공격(성공: -1.00) / 일반 공격(실패: -7.00),-7.65,패배
404,틈새 공격(성공: 0.34) / 일반 공격(성공: -1.00) / 일반 공격(성공: -1.00) / 일반 공격(성공: -6.00),-7.66,패배
405,일반 공격(성공: 1.00) / 일반 공격(성공: -1.00) / 틈새 공격(성공: -1.66) / 일반 공격(성공: -6.00),-7.66,패배
406,일반 공격(성공: 1.00) / 틈새 공격(성공: 0.34) / 일반 공격(성공: -1.00) / 일반 공격(성공: -1.00) / 일반 공격(실패: -7.00),-7.66,패배
407,일반 공격(성공: 1.34) / 일반 공격(성공: -3.00) / 일반 공격(성공: -6.00),-7.66,패배
408,일반 공격(성공: 1.34) / 일반 공격(성공: -1.00) / 일반 공격(성공: -1.00) / 일반 공격(실패: -7.00),-7.66,패배
409,일반 공격(성공: 1.33) / 일반 공격(성공: -1.00) / 일반 공격(성공: -1.00) / 일반 공격(실패: -7.00),-7.67,패배
410,틈새 공격(성공: 0.33) / 일반 공격(성공: -1.00) / 일반 공격(성공: -1.00) / 일반 공격(성공: -6.00),-7.67,패배
411,틈새 공격(성공: 0.41) / 틈새 공격(성공: -1.50) / 일반 공격(성공: -0.58) / 일반 공격(성공: -6.00),-7.67,패배
412,일반 공격(성공: 1.32) / 일반 공격(성공: -3.00) / 일반 공격(성공: -6.00),-7.68,패배
413,일반 공격(성공: 1.00) / 틈새 공격(성공: -1.68) / 일반 공격(성공: -1.00) / 일반 공격(성공: -6.00),-7.68,패배
414,일반 공격(성공: 1.32) / 일반 공격(성공: -1.00) / 일반 공격(성공: -1.00) / 일반 공격(실패: -7.00),-7.68,패배
415,일반 공격(성공: 1.00) / 일반 공격(성공: -1.00) / 틈새 공격(성공: -1.69) / 일반 공격(성공: -6.00),-7.69,패배
416,일반 공격(성공: 1.00) / 일반 공격(성공: -0.69) / 일반 공격(성공: -1.00) / 일반 공격(실패: -7.00),-7.69,패배
417,일반 공격(성공: 1.00) / 일반 공격(성공: -0.69) / 일반 공격(성공: -8.00),-7.69,패배
418,일반 공격(성공: 1.30) / 일반 공격(성공: -1.00) / 일반 공격(성공: -1.00) / 일반 공격(실패: -7.00),-7.7,패배
419,일반 공격(성공: 1.30) / 일반 공격(성공: -3.00) / 일반 공격(성공: -6.00),-7.7,패배
420,일반 공격(성공: 1.00) / 틈새 공격(성공: -1.70) / 일반 공격(성공: -1.00) / 일반 공격(성공: -6.00),-7.7,패배
421,일반 공격(성공: -1.00) / 틈새 공격(성공: -6.71),-7.71,패배
422,일반 공격(성공: 1.33) / 틈새 공격(성공: -1.52) / 틈새 공격(성공: -1.52) / 일반 공격(성공: -6.00),-7.71,패배
423,일반 공격(성공: 1.29) / 일반 공격(성공: -1.00) / 일반 공격(성공: -8.00),-7.71,패배
424,일반 공격(성공: 1.00) / 틈새 공격(성공: -1.71) / 일반 공격(성공: -1.00) / 일반 공격(성공: -6.00),-7.71,패배
425,일반 공격(성공: 1.29) / 일반 공격(성공: -1.00) / 일반 공격(성공: -1.00) / 일반 공격(실패: -7.00),-7.71,패배
426,일반 공격(성공: 1.28) / 일반 공격(성공: -1.00) / 일반 공격(성공: -1.00) / 일반 공격(실패: -7.00),-7.72,패배
427,일반 공격(성공: 1.00) / 틈새 공격(성공: -1.72) / 일반 공격(성공: -1.00) / 일반 공격(성공: -6.00),-7.72,패배
428,일반 공격(성공: 1.28) / 일반 공격(성공: -3.00) / 일반 공격(성공: -6.00),-7.72,패배
429,일반 공격(성공: 1.00) / 일반 공격(성공: -1.00) / 틈새 공격(성공: -1.72) / 일반 공격(성공: -6.00),-7.72,패배
430,일반 공격(성공: 1.00) / 일반 공격(성공: -2.73) / 일반 공격(성공: -6.00),-7.73,패배
431,틈새 공격(성공: 0.27) / 일반 공격(성공: -1.00) / 일반 공격(성공: -1.00) / 일반 공격(성공: -6.00),-7.73,패배
432,일반 공격(성공: 1.27) / 일반 공격(성공: -1.00) / 일반 공격(성공: -1.00) / 일반 공격(실패: -7.00),-7.73,패배
433,일반 공격(성공: 1.00) / 틈새 공격(성공: -1.60) / 틈새 공격(성공: -1.61) / 틈새 공격(성공: 0.48) / 일반 공격(성공: -6.00),-7.73,패배
434,일반 공격(성공: 1.00) / 틈새 공격(성공: -1.74) / 일반 공격(성공: -1.00) / 일반 공격(성공: -6.00),-7.74,패배
435,일반 공격(성공: 1.26) / 일반 공격(성공: -3.00) / 일반 공격(성공: -6.00),-7.74,패배
436,일반 공격(성공: 1.26) / 일반 공격(성공: -1.00) / 일반 공격(성공: -1.00) / 일반 공격(실패: -7.00),-7.74,패배
437,틈새 공격(성공: 0.25) / 일반 공격(성공: -1.00) / 일반 공격(성공: -1.00) / 일반 공격(성공: -6.00),-7.75,패배
438,일반 공격(성공: 1.00) / 틈새 공격(성공: -1.75) / 일반 공격(성공: -1.00) / 일반 공격(성공: -6.00),-7.75,패배
439,일반 공격(성공: 1.25) / 일반 공격(성공: -1.00) / 일반 공격(성공: -1.00) / 일반 공격(실패: -7.00),-7.75,패배
440,일반 공격(성공: 1.25) / 일반 공격(성공: -3.00) / 일반 공격(성공: -6.00),-7.75,패배
441,틈새 공격(성공: 0.24) / 일반 공격(성공: -1.00) / 일반 공격(성공: -1.00) / 일반 공격(성공: -6.00),-7.76,패배
442,일반 공격(성공: 1.00) / 일반 공격(성공: -2.77) / 일반 공격(성공: -6.00),-7.77,패배
443,일반 공격(성공: 1.23) / 일반 공격(성공: -1.00) / 일반 공격(성공: -1.00) / 일반 공격(실패: -7.00),-7.77,패배
444,일반 공격(성공: 1.00) / 틈새 공격(성공: -1.78) / 일반 공격(성공: -1.00) / 일반 공격(성공: -6.00),-7.78,패배
445,일반 공격(성공: 1.22) / 일반 공격(성공: -1.00) / 일반 공격(성공: -1.00) / 일반 공격(실패: -7.00),-7.78,패배
446,일반 공격(성공: 1.22) / 일반 공격(성공: -1.00) / 일반 공격(성공: -8.00),-7.78,패배
447,일반 공격(성공: 1.00) / 틈새 공격(성공: -1.79) / 일반 공격(성공: -1.00) / 일반 공격(성공: -6.00),-7.79,패배
448,일반 공격(성공: 1.21) / 일반 공격(성공: -3.00) / 일반 공격(성공: -6.00),-7.79,패배
449,일반 공격(성공: 1.21) / 일반 공격(성공: -1.00) / 일반 공격(성공: -1.00) / 일반 공격(실패: -7.00),-7.79,패배
450,일반 공격(성공: 1.20) / 일반 공격(성공: -1.00) / 일반 공격(성공: -1.00) / 일반 공격(실패: -7.00),-7.8,패배
451,일반 공격(성공: 1.00) / 틈새 공격(성공: -1.81) / 일반 공격(성공: -1.00) / 일반 공격(성공: -6.00),-7.81,패배
452,일반 공격(성공: 1.19) / 일반 공격(성공: -1.00) / 일반 공격(성공: -8.00),-7.81,패배
453,일반 공격(성공: 1.18) / 일반 공격(성공: -3.00) / 일반 공격(성공: -6.00),-7.82,패배
454,일반 공격(성공: 1.18) / 일반 공격(성공: -1.00) / 일반 공격(성공: -1.00) / 일반 공격(실패: -7.00),-7.82,패배
455,일반 공격(성공: 1.15) / 일반 공격(성공: -1.00) / 일반 공격(성공: -1.00) / 일반 공격(실패: -7.00),-7.85,패배
456,일반 공격(성공: 1.00) / 일반 공격(성공: -0.86) / 일반 공격(성공: -1.00) / 일반 공격(실패: -7.00),-7.86,패배
457,일반 공격(성공: 1.14) / 일반 공격(성공: -1.00) / 일반 공격(성공: -1.00) / 일반 공격(실패: -7.00),-7.86,패배
458,일반 공격(성공: 1.00) / 틈새 공격(성공: -1.86) / 일반 공격(성공: -1.00) / 일반 공격(성공: -6.00),-7.86,패배
459,일반 공격(성공: 1.13) / 일반 공격(성공: -1.00) / 일반 공격(성공: -1.00) / 일반 공격(실패: -7.00),-7.87,패배
460,일반 공격(성공: 1.12) / 일반 공격(성공: -1.00) / 일반 공격(성공: -8.00),-7.88,패배
461,일반 공격(성공: 1.12) / 일반 공격(성공: -1.00) / 일반 공격(성공: -1.00) / 일반 공격(실패: -7.00),-7.88,패배
462,일반 공격(성공: 1.11) / 일반 공격(성공: -1.00) / 일반 공격(성공: -1.00) / 일반 공격(실패: -7.00),-7.89,패배
463,일반 공격(성공: 1.11) / 일반 공격(성공: -1.00) / 일반 공격(성공: -8.00),-7.89,패배
464,일반 공격(성공: 1.11) / 일반 공격(성공: -3.00) / 일반 공격(성공: -6.00),-7.89,패배
465,일반 공격(성공: 1.00) / 틈새 공격(성공: -1.90) / 일반 공격(성공: -1.00) / 일반 공격(성공: -6.00),-7.9,패배
466,일반 공격(성공: 1.10) / 일반 공격(성공: -1.00) / 일반 공격(성공: -1.00) / 일반 공격(실패: -7.00),-7.9,패배
467,일반 공격(성공: 1.00) / 일반 공격(성공: -2.91) / 일반 공격(성공: -6.00),-7.91,패배
468,일반 공격(성공: 1.09) / 일반 공격(성공: -3.00) / 일반 공격(성공: -6.00),-7.91,패배
469,일반 공격(성공: 1.08) / 일반 공격(성공: -1.00) / 일반 공격(성공: -1.00) / 일반 공격(실패: -7.00),-7.92,패배
470,일반 공격(성공: 1.00) / 일반 공격(성공: -0.92) / 일반 공격(성공: -1.00) / 일반 공격(실패: -7.00),-7.92,패배
471,일반 공격(성공: 1.00) / 일반 공격(성공: -0.93) / 일반 공격(성공: -1.00) / 일반 공격(실패: -7.00),-7.93,패배
472,일반 공격(성공: 1.00) / 일반 공격(성공: -0.94) / 일반 공격(성공: -1.00) / 일반 공격(실패: -7.00),-7.94,패배
473,일반 공격(성공: 1.06) / 일반 공격(성공: -1.00) / 일반 공격(성공: -1.00) / 일반 공격(실패: -7.00),-7.94,패배
474,일반 공격(성공: 1.05) / 일반 공격(성공: -1.00) / 일반 공격(성공: -1.00) / 일반 공격(실패: -7.00),-7.95,패배
475,일반 공격(성공: 1.04) / 일반 공격(성공: -1.00) / 일반 공격(성공: -1.00) / 일반 공격(실패: -7.00),-7.96,패배
476,일반 공격(성공: 1.03) / 일반 공격(성공: -1.00) / 일반 공격(성공: -1.00) / 일반 공격(실패: -7.00),-7.97,패배
477,일반 공격(성공: 1.01) / 일반 공격(성공: -1.00) / 일반 공격(성공: -1.00) / 일반 공격(실패: -7.00),-7.99,패배
478,일반 공격(성공: -0.99) / 일반 공격(성공: -1.00) / 일반 공격(성공: -6.00),-7.99,패배
479,일반 공격(성공: 1.00) / 일반 공격(성공: -1.00) / 일반 공격(성공: -1.00) / 일반 공격(실패: -7.00),-8.0,패배
480,일반 공격(성공: -1.00) / 일반 공격(성공: -1.00) / 일반 공격(성공: -6.00),-8.0,패배
481,일반 공격(성공: 1.00) / 일반 공격(성공: -3.00) / 일반 공격(성공: -6.00),-8.0,패배
482,일반 공격(성공: 1.00) / 일반 공격(실패: -2.00) / 일반 공격(성공: -1.00) / 일반 공격(성공: -6.00),-8.0,패배
483,일반 공격(성공: -1.00) / 일반 공격(성공: -1.00) / 일반 공격(실패: 0.00) / 일반 공격(성공: -6.00),-8.0,패배
484,일반 공격(실패: -2.00) / 일반 공격(성공: -1.00) / 일반 공격(성공: 1.00) / 일반 공격(성공: -6.00),-8.0,패배
485,일반 공격(실패: 0.00) / 일반 공격(성공: -1.00) / 일반 공격(성공: -1.00) / 일반 공격(성공: -6.00),-8.0,패배
486,일반 공격(성공: 1.00) / 일반 공격(실패: -9.00),-8.0,패배
487,일반 공격(성공: 1.00) / 일반 공격(성공: -1.00) / 일반 공격(성공: -1.00) / 일반 공격(실패: 0.00) / 일반 공격(실패: -7.00),-8.0,패배
488,일반 공격(성공: 1.00) / 일반 공격(성공: -1.00) / 일반 공격(성공: -8.00),-8.0,패배
489,일반 공격(성공: 1.00) / 일반 공격(성공: -1.00) / 일반 공격(성공: 1.00) / 일반 공격(실패: -2.00) / 일반 공격(실패: -7.00),-8.0,패배
490,일반 공격(성공: 1.12) / 틈새 공격(성공: -1.52) / 일반 공격(성공: -1.00) / 틈새 공격(성공: -6.60),-8.01,패배
491,틈새 공격(성공: 0.37) / 일반 공격(성공: -0.79) / 일반 공격(실패: -2.00) / 일반 공격(성공: -5.60),-8.02,패배
492,틈새 공격(성공: 0.48) / 일반 공격(성공: -1.00) / 틈새 공격(성공: -1.51) / 일반 공격(성공: -6.00),-8.02,패배
493,일반 공격(성공: 1.00) / 틈새 공격(성공: -1.53) / 틈새 공격(성공: -1.51) / 일반 공격(성공: -6.00),-8.03,패배
494,틈새 공격(성공: 0.47) / 틈새 공격(성공: -1.50) / 일반 공격(성공: -1.00) / 일반 공격(성공: -6.00),-8.03,패배
495,틈새 공격(성공: 0.49) / 틈새 공격(성공: -1.52) / 일반 공격(성공: -1.00) / 일반 공격(성공: -6.00),-8.03,패배
496,일반 공격(성공: 1.00) / 틈새 공격(성공: -1.51) / 틈새 공격(성공: -1.52) / 일반 공격(성공: -6.00),-8.03,패배
497,틈새 공격(성공: 0.49) / 틈새 공격(성공: -1.53) / 일반 공격(성공: -1.00) / 일반 공격(성공: -6.00),-8.04,패배
498,틈새 공격(성공: 0.47) / 일반 공격(성공: -1.00) / 틈새 공격(성공: -1.52) / 일반 공격(성공: -6.00),-8.05,패배
499,틈새 공격(성공: 0.44) / 틈새 공격(성공: -1.50) / 일반 공격(성공: -1.00) / 일반 공격(성공: -6.00),-8.06,패배
500,일반 공격(성공: 1.00) / 일반 공격(성공: -1.00) / 틈새 공격(성공: -1.52) / 틈새 공격(성공: -6.55),-8.07,패배
501,일반 공격(성공: 1.00) / 틈새 공격(성공: -1.54) / 틈새 공격(성공: -1.57) / 일반 공격(성공: -6.00),-8.1,패배
502,틈새 공격(성공: 0.44) / 일반 공격(성공: -0.92) / 틈새 공격(성공: -1.62) / 일반 공격(성공: -6.00),-8.11,패배
503,일반 공격(성공: 1.44) / 틈새 공격(성공: -3.56) / 일반 공격(성공: -6.00),-8.12,패배
504,틈새 공격(성공: 0.38) / 틈새 공격(성공: -1.50) / 일반 공격(성공: -1.00) / 일반 공격(성공: -6.00),-8.12,패배
505,일반 공격(성공: 1.00) / 틈새 공격(성공: -1.50) / 틈새 공격(성공: -1.62) / 일반 공격(성공: -6.00),-8.12,패배
506,틈새 공격(성공: 0.45) / 틈새 공격(성공: -1.58) / 일반 공격(성공: -1.00) / 일반 공격(성공: -6.00),-8.13,패배
507,틈새 공격(성공: 0.39) / 틈새 공격(성공: -1.52) / 일반 공격(성공: -1.00) / 일반 공격(성공: -6.00),-8.13,패배
508,틈새 공격(성공: 0.49) / 틈새 공격(성공: -1.62) / 일반 공격(성공: -1.00) / 일반 공격(성공: -6.00),-8.13,패배
509,틈새 공격(성공: 0.43) / 일반 공격(성공: -1.00) / 틈새 공격(성공: -1.56) / 일반 공격(성공: -6.00),-8.13,패배
510,틈새 공격(성공: 0.49) / 틈새 공격(성공: -1.61) / 일반 공격(성공: -1.00) / 일반 공격(성공: -6.00),-8.13,패배
511,틈새 공격(성공: 0.38) / 틈새 공격(성공: -1.50) / 일반 공격(성공: -1.00) / 일반 공격(성공: -6.00),-8.13,패배
512,틈새 공격(성공: 0.37) / 일반 공격(성공: -1.00) / 틈새 공격(성공: -1.50) / 일반 공격(성공: -6.00),-8.14,패배
513,틈새 공격(성공: 0.37) / 일반 공격(성공: -1.00) / 틈새 공격(성공: -1.51) / 일반 공격(성공: -6.00),-8.14,패배
514,일반 공격(성공: 1.00) / 틈새 공격(성공: -1.52) / 일반 공격(성공: -1.00) / 틈새 공격(성공: -6.63),-8.15,패배
515,틈새 공격(성공: 0.38) / 틈새 공격(성공: -1.53) / 일반 공격(성공: -1.00) / 일반 공격(성공: -6.00),-8.15,패배
516,틈새 공격(성공: 0.37) / 틈새 공격(성공: -1.54) / 일반 공격(성공: -1.00) / 일반 공격(성공: -6.00),-8.16,패배
517,일반 공격(성공: 1.00) / 틈새 공격(성공: -1.51) / 일반 공격(성공: -1.00) / 틈새 공격(성공: -6.65),-8.16,패배
518,틈새 공격(성공: 0.39) / 일반 공격(성공: -1.00) / 틈새 공격(성공: -1.55) / 일반 공격(성공: -6.00),-8.16,패배
519,틈새 공격(성공: 0.42) / 일반 공격(성공: -1.00) / 일반 공격(성공: -1.00) / 틈새 공격(성공: -6.58),-8.16,패배
520,틈새 공격(성공: 0.37) / 틈새 공격(성공: -1.54) / 일반 공격(성공: -1.00) / 일반 공격(성공: -6.00),-8.17,패배
521,틈새 공격(성공: 0.43) / 일반 공격(성공: -1.00) / 틈새 공격(성공: -1.62) / 일반 공격(성공: -6.00),-8.2,패배
522,일반 공격(성공: 1.00) / 틈새 공격(성공: -1.68) / 틈새 공격(성공: -1.54) / 일반 공격(성공: -6.00),-8.22,패배
523,틈새 공격(성공: 0.29) / 틈새 공격(성공: -1.53) / 일반 공격(성공: -1.00) / 일반 공격(성공: -6.00),-8.24,패배
524,틈새 공격(성공: 0.37) / 일반 공격(성공: -1.00) / 일반 공격(성공: -1.00) / 틈새 공격(성공: -6.62),-8.25,패배
525,틈새 공격(성공: 0.36) / 틈새 공격(성공: -1.62) / 일반 공격(성공: -1.00) / 일반 공격(성공: -6.00),-8.25,패배
526,일반 공격(성공: 1.00) / 틈새 공격(성공: -1.64) / 일반 공격(성공: -1.00) / 틈새 공격(성공: -6.61),-8.25,패배
527,틈새 공격(성공: 0.25) / 틈새 공격(성공: -1.61) / 일반 공격(성공: -1.00) / 일반 공격(성공: -6.00),-8.36,패배
528,일반 공격(성공: -1.00) / 틈새 공격(성공: -1.63) / 일반 공격(성공: -5.75),-8.38,패배
529,일반 공격(성공: 1.31) / 틈새 공격(성공: -1.80) / 일반 공격(성공: -1.00) / 일반 공격(실패: -7.00),-8.49,패배
530,틈새 공격(실패: -0.50) / 일반 공격(성공: -1.00) / 일반 공격(성공: -1.00) / 일반 공격(성공: -6.00),-8.5,패배
531,일반 공격(성공: 1.00) / 틈새 공격(성공: -3.50) / 일반 공격(성공: -6.00),-8.5,패배
532,일반 공격(실패: -1.68) / 일반 공격(성공: -1.00) / 일반 공격(성공: -5.83),-8.5,패배
533,틈새 공격(성공: 0.50) / 일반 공격(성공: -1.00) / 일반 공격(성공: -8.00),-8.5,패배
534,일반 공격(성공: 1.00) / 틈새 공격(성공: -1.51) / 일반 공격(성공: -8.00),-8.51,패배
535,일반 공격(성공: 1.00) / 틈새 공격(성공: -3.51) / 일반 공격(성공: -6.00),-8.51,패배
536,일반 공격(성공: -1.00) / 틈새 공격(성공: -1.51) / 일반 공격(성공: -6.00),-8.51,패배
537,일반 공격(성공: 1.00) / 틈새 공격(성공: -1.52) / 일반 공격(성공: -8.00),-8.52,패배
538,틈새 공격(성공: 0.48) / 일반 공격(성공: -3.00) / 일반 공격(성공: -6.00),-8.52,패배
539,틈새 공격(성공: 0.47) / 일반 공격(성공: -1.00) / 일반 공격(성공: -8.00),-8.53,패배
540,일반 공격(성공: 1.00) / 틈새 공격(성공: -1.53) / 일반 공격(성공: -8.00),-8.53,패배
541,일반 공격(성공: -1.00) / 틈새 공격(성공: -1.53) / 일반 공격(성공: -6.00),-8.53,패배
542,일반 공격(성공: -1.00) / 틈새 공격(성공: -1.54) / 일반 공격(성공: -6.00),-8.54,패배
543,일반 공격(성공: 1.00) / 일반 공격(실패: -3.54) / 일반 공격(성공: -6.00),-8.54,패배
544,틈새 공격(성공: 0.46) / 일반 공격(성공: -3.00) / 일반 공격(성공: -6.00),-8.54,패배
545,틈새 공격(성공: 0.43) / 일반 공격(성공: -1.00) / 일반 공격(성공: -7.99),-8.56,패배
546,일반 공격(성공: -1.00) / 틈새 공격(성공: -1.57) / 일반 공격(성공: -6.00),-8.57,패배
547,일반 공격(성공: -0.57) / 일반 공격(성공: -1.00) / 일반 공격(실패: -7.00),-8.57,패배
548,틈새 공격(성공: 0.42) / 일반 공격(실패: -2.00) / 일반 공격(성공: -1.00) / 일반 공격(성공: -6.00),-8.58,패배
549,일반 공격(성공: -1.00) / 틈새 공격(성공: -1.58) / 일반 공격(성공: -6.00),-8.58,패배
550,일반 공격(성공: 1.00) / 틈새 공격(성공: -3.58) / 일반 공격(성공: -6.00),-8.58,패배
551,틈새 공격(성공: 0.41) / 일반 공격(성공: -1.00) / 일반 공격(성공: -8.00),-8.59,패배
552,틈새 공격(성공: 0.41) / 일반 공격(성공: -3.00) / 일반 공격(성공: -6.00),-8.59,패배
553,일반 공격(성공: 1.00) / 틈새 공격(성공: -1.60) / 일반 공격(성공: -8.00),-8.6,패배
554,틈새 공격(성공: 0.46) / 틈새 공격(성공: -1.55) / 틈새 공격(성공: -1.51) / 일반 공격(성공: -6.00),-8.6,패배
555,일반 공격(성공: -1.00) / 틈새 공격(성공: -1.61) / 일반 공격(성공: -6.00),-8.61,패배
556,일반 공격(성공: 1.00) / 일반 공격(성공: -3.00) / 틈새 공격(성공: -6.61),-8.61,패배
557,일반 공격(성공: 1.00) / 틈새 공격(성공: -1.61) / 일반 공격(성공: -8.00),-8.61,패배
558,틈새 공격(성공: 0.39) / 일반 공격(성공: -1.00) / 일반 공격(성공: -8.00),-8.61,패배
559,틈새 공격(성공: 0.38) / 일반 공격(성공: -1.00) / 일반 공격(성공: -8.00),-8.62,패배
560,일반 공격(성공: 1.00) / 틈새 공격(성공: -3.62) / 일반 공격(성공: -6.00),-8.62,패배
561,일반 공격(성공: -1.00) / 틈새 공격(성공: -1.62) / 일반 공격(성공: -6.00),-8.62,패배
562,일반 공격(성공: 1.37) / 일반 공격(성공: -1.00) / 일반 공격(실패: -9.00),-8.63,패배
563,일반 공격(성공: 1.00) / 일반 공격(성공: -3.00) / 틈새 공격(성공: -6.63),-8.63,패배
564,틈새 공격(성공: 0.37) / 일반 공격(성공: -3.00) / 일반 공격(성공: -6.00),-8.63,패배
565,일반 공격(성공: 1.00) / 틈새 공격(성공: -1.64) / 일반 공격(성공: -8.00),-8.64,패배
566,틈새 공격(성공: 0.36) / 일반 공격(성공: -1.00) / 일반 공격(성공: -8.00),-8.64,패배
567,일반 공격(실패: 0.00) / 일반 공격(성공: -1.00) / 일반 공격(성공: -1.00) / 틈새 공격(성공: -6.65),-8.65,패배
568,일반 공격(성공: -1.00) / 틈새 공격(성공: -1.65) / 일반 공격(성공: -6.00),-8.65,패배
569,일반 공격(성공: 1.00) / 틈새 공격(성공: -1.61) / 틈새 공격(성공: -1.53) / 틈새 공격(성공: -6.52),-8.65,패배
570,일반 공격(성공: 1.00) / 틈새 공격(성공: -1.65) / 일반 공격(성공: -1.00) / 일반 공격(실패: -7.00),-8.65,패배
571,일반 공격(성공: 1.00) / 일반 공격(실패: -3.65) / 일반 공격(성공: -6.00),-8.65,패배
572,일반 공격(성공: -1.00) / 틈새 공격(성공: -1.66) / 일반 공격(성공: -6.00),-8.66,패배
573,일반 공격(성공: 1.00) / 일반 공격(실패: -3.67) / 일반 공격(성공: -6.00),-8.67,패배
574,틈새 공격(성공: 0.37) / 틈새 공격(성공: -1.50) / 일반 공격(성공: -1.00) / 틈새 공격(성공: -6.54),-8.67,패배
575,일반 공격(성공: 1.00) / 일반 공격(성공: -3.00) / 틈새 공격(성공: -6.68),-8.68,패배
576,일반 공격(성공: 1.31) / 일반 공격(성공: -10.00),-8.69,패배
577,틈새 공격(성공: 0.31) / 일반 공격(성공: -3.00) / 일반 공격(성공: -6.00),-8.69,패배
578,일반 공격(성공: 1.41) / 틈새 공격(성공: -1.58) / 틈새 공격(성공: -8.53),-8.7,패배
579,틈새 공격(성공: 0.30) / 일반 공격(성공: -3.00) / 일반 공격(성공: -6.00),-8.7,패배
580,일반 공격(성공: 1.29) / 일반 공격(성공: -1.00) / 일반 공격(실패: -9.00),-8.71,패배
581,일반 공격(성공: 1.00) / 일반 공격(실패: -3.72) / 일반 공격(성공: -6.00),-8.72,패배
582,일반 공격(성공: 1.21) / 일반 공격(실패: -4.00) / 일반 공격(성공: -6.00),-8.79,패배
583,일반 공격(성공: 1.00) / 틈새 공격(성공: -1.79) / 일반 공격(성공: -8.00),-8.79,패배
584,틈새 공격(성공: 0.35) / 틈새 공격(성공: -1.60) / 일반 공격(성공: -1.00) / 틈새 공격(성공: -6.59),-8.83,패배
585,일반 공격(실패: 0.16) / 일반 공격(성공: -3.00) / 일반 공격(성공: -6.00),-8.84,패배
586,일반 공격(성공: 1.14) / 일반 공격(실패: -4.00) / 일반 공격(성공: -6.00),-8.86,패배
587,일반 공격(성공: 1.11) / 일반 공격(실패: -4.00) / 일반 공격(성공: -6.00),-8.89,패배
588,일반 공격(성공: 1.10) / 일반 공격(성공: -1.00) / 일반 공격(실패: -9.00),-8.9,패배
589,일반 공격(성공: 1.00) / 일반 공격(실패: -4.00) / 일반 공격(성공: -5.92),-8.92,패배
590,일반 공격(실패: -2.00) / 일반 공격(성공: -0.94) / 일반 공격(성공: -6.00),-8.94,패배
591,일반 공격(성공: 1.04) / 일반 공격(실패: -4.00) / 일반 공격(성공: -6.00),-8.96,패배
592,일반 공격(실패: -2.00) / 일반 공격(성공: -1.00) / 일반 공격(성공: -6.00),-9.0,패배
593,일반 공격(성공: 1.00) / 일반 공격(성공: -1.00) / 일반 공격(실패: -9.00),-9.0,패배
594,일반 공격(성공: 1.00) / 일반 공격(실패: -2.00) / 일반 공격(성공: -8.00),-9.0,패배
595,일반 공격(성공: -1.00) / 일반 공격(성공: -8.00),-9.0,패배
596,일반 공격(실패: 0.00) / 일반 공격(성공: -3.00) / 일반 공격(성공: -6.00),-9.0,패배
597,일반 공격(성공: 1.00) / 일반 공격(실패: -4.00) / 일반 공격(성공: -6.00),-9.0,패배
598,일반 공격(성공: 1.00) / 일반 공격(성공: -10.00),-9.0,패배
599,일반 공격(성공: 1.00) / 일반 공격(성공: -0.50) / 틈새 공격(실패: -2.50) / 일반 공격(실패: -7.00),-9.0,패배
600,일반 공격(성공: 1.00) / 일반 공격(성공: 1.00) / 일반 공격(성공: -3.00) / 일반 공격(성공: -8.00),-9.0,패배
601,일반 공격(성공: 1.00) / 틈새 공격(성공: -1.52) / 일반 공격(성공: -1.00) / 틈새 공격(실패: -7.50),-9.02,패배
602,일반 공격(성공: 1.48) / 일반 공격(실패: -4.00) / 틈새 공격(성공: -6.50),-9.02,패배
603,일반 공격(성공: -1.00) / 틈새 공격(성공: -1.51) / 틈새 공격(성공: -6.54),-9.05,패배
604,일반 공격(성공: 1.00) / 틈새 공격(성공: -1.55) / 일반 공격(성공: -1.00) / 틈새 공격(실패: -7.50),-9.05,패배
605,틈새 공격(실패: -0.50) / 일반 공격(성공: -1.00) / 틈새 공격(성공: -1.59) / 일반 공격(성공: -6.00),-9.09,패배
606,틈새 공격(성공: 0.41) / 일반 공격(성공: -1.00) / 일반 공격(성공: -1.00) / 틈새 공격(실패: -7.50),-9.09,패배
607,틈새 공격(성공: 0.40) / 일반 공격(성공: -1.00) / 틈새 공격(실패: -2.50) / 일반 공격(성공: -6.00),-9.1,패배
608,틈새 공격(성공: 0.42) / 일반 공격(성공: -1.00) / 틈새 공격(성공: -8.52),-9.1,패배
609,일반 공격(성공: 1.00) / 틈새 공격(성공: -1.62) / 일반 공격(성공: -1.00) / 틈새 공격(실패: -7.50),-9.12,패배
610,틈새 공격(성공: 0.38) / 일반 공격(성공: -1.00) / 일반 공격(성공: -1.00) / 틈새 공격(실패: -7.50),-9.12,패배
611,틈새 공격(성공: 0.37) / 틈새 공격(성공: -3.55) / 일반 공격(성공: -6.00),-9.17,패배
